"","n_cells","n_genes","time_NEBULA - cpu","time_devil - a100","time_devil - cpu","time_devil - h100","time_glmGamPoi - cpu","memory_NEBULA - cpu","memory_devil - a100","memory_devil - cpu","memory_devil - h100","memory_glmGamPoi - cpu"
"1",500,100,1.95254208904225,0.297736679281419,0.00989797804504633,0.122301348601468,0.0815952234635396,0.192492024,0.00042228,0.000651864,0.00042228,0.015028312
"2",1000,100,2.00386883702595,0.352493228002762,0.0146956910612062,0.129767007514602,0.0645502160768956,0.246883784,0.00083628,0.001275864,0.00083628,0.025601384
"3",4000,100,2.2439346871106,0.383959392667748,0.0401079580187798,0.129648370988434,0.184032151126303,0.673111352,0.00332028,0.005019864,0.00332028,0.098081512
"4",500,1000,5.03026823909022,0.355882362656606,0.0738927280763164,0.136422701238189,0.398535863030702,0.753635296,0.00406908,0.006289464,0.00406908,0.14955612
"5",1000,1000,4.8145880860975,0.35540961039563,0.135145526030101,0.152005620766431,0.629692394169979,1.056787896,0.00808308,0.012313464,0.00808308,0.272071504
"6",4000,1000,8.14019914809614,0.403528502016949,0.554460493149236,0.15687539553619,1.85098791308701,2.670775728,0.03216708,0.048457464,0.03216708,0.963924624
"7",500,10000,28.2144505609758,1.22791483303687,1.91737239516806,0.847297588712536,4.86565449112095,1.39568628,0.04053708,0.062745616,0.04053708,1.521995256
"8",1000,10000,30.5494597009383,1.13639579639615,3.28738042712212,0.809567882019716,7.07775973610114,2.026756056,0.08055108,0.122769608,0.08055108,2.880489712
"9",4000,10000,49.5941458930029,1.90914668278613,11.6205061940709,0.949437479682577,21.456370853004,4.897794112,0.32063508,0.482913488,0.32063508,9.636156336
